Restaurant_Name,Web_Link,Locality,Sponsored,Ratings_out_of_5,Number of votes,Phone_number,Cuisines,Charges_for_two,payment_modes,Rest_timming,Detail_address,5_star_review_percentage,4_star_review_percentage,3_star_review_percentage,2_star_review_percentage,1_star_review_percentage,Wine and Beer,Dance Floor,Lunch Menu,Outdoor Seating,Seaside,4/5 Star,Free Parking,Pet Friendly,Bulk Orders Accepted,Gaming Are,City View,Vegetarian Only,Brunch,Live Music,Wheelchair Accessible,Home Delivery,Celebrity Frequented,Pre-Ordering Required,Pool Table,Keto Options,Wifi,Sports TV,Wine Tasting,Beer,Restricted Entry,Variable Menu,Serves Non Veg,Table booking for Groups,Poolside,Home Baker,Wine,Buffet,Board Games,Vegan Options,Table Reservation Not Required,Table reservation required,Rooftop,BYOB,Egg Preparations,Live Sports Screening,Luxury Dining,Seating Not Available,Desserts and Bakes,Card Upon Delivery,Serves Jain Food,Mall Parking,Available for Functions,Gastro Pub,Live Entertainment,Sugar Free Options,Couple Entry Only,Above 18 Only,Drive in,Drive Thru,Valet Parking Available,Indoor Seating,Free Wifi,Nightlife,Serves Cocktails,Kid Friendly,Craft Beer,All Day Breakfast,Gluten Free Options,Group Meal,Table booking not available,Full Bar Available,Members Only,Standing Tables,Karaoke,Entry Fee,Self Service,Delivery Only,LGBTQIA Friendly,No Alcohol Available,Unlimited Pizz,Private Dining Area Available,Smoking Are,Table booking recommended,Resto Bar,Serves Alcohol,Breakfast,Catering Available,Disabled Friendly,Serves Halal,Takeaway Only,BYOB Only,spam_review
JD Kitchen,https://www.zomato.com/pune/jd-kitchen-aundh,Aundh,Quick Bites,3.2,11  votes,+91 9370452000,North Indian,₹500,Cash and Cards accepted,"11am – 3:30pm, 7pm – 10:30pm","Cherry Berry Hostel Building, Nagras Estate, Behind Tangent Furniture, Nagras Road, Aundh, Pune",82%,9%,0%,0%,9%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
The Dark Katta,https://www.zomato.com/pune/the-dark-katta-wakad,Wakad,Quick Bites,3.3,11  votes,+91 8788393252,"Fast Food, Beverages",₹400,"Cash,Debit Cards and Digital Payments accepted",1pm – 11pm,"Near Indira College, Mumbai Bangalore Highway, Wakad, Pune",91%,9%,0%,0%,0%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hotel Great Maratha,https://www.zomato.com/pune/hotel-great-maratha-wakad,Wakad,Casual Dining,-,0,+91 9168100208,"North Indian, Chinese",₹400,Cash only,11am – 11pm,"Near Indira College, Mumbai Bangalore Highway, Wakad, Pune",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
K K Biryani Adda,https://www.zomato.com/pune/k-k-biryani-adda-hinjawadi,Hinjawadi,Casual Dining,2.9,13  votes,+91 7620848839 +91 9063066776,"North Indian, Chinese",₹350,"Cash,Cards and Digital Payments accepted","12noon – 4pm, 7pm – 12midnight","Wakad Hinjawadi Road, Near Punjab National Bank, Hinjawadi, Pune",54%,0%,8%,0%,38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Shivshakti Punjabi Dhaba,https://www.zomato.com/pune/shivshakti-punjabi-dhaba-hinjawadi,Hinjawadi,Quick Bites,-,0,+91 9552748939 +91 9922786878,Biryani,₹450,Cash only,10:30am – 11pm,"Opposite Quadron IT Park, Next To Midc Power House, Phase 3, Hinjawadi, Pune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Anytime Coffee Shop,https://www.zomato.com/pune/anytime-coffee-shop-baner,Baner,Fine Dining,3.2,11  votes,+91 9822612601 +91 8433727809,"North Indian, Continental, Chinese","₹2,000",Cash and Cards accepted,7am – 11pm,"United-21 The Grand, Baner Hills, Baner, Pune",64%,27%,0%,0%,9%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
Savtamali Restaurant,https://www.zomato.com/pune/savtamali-restaurant-baner,Baner,Casual Dining,3.5,Based on 19 votes,+91 8483856399,"North Indian, South Indian, Fast Food, Chinese",₹300,Cash only,7am – 10:30pm,"Shop 1, Near Hotel Amrita, Baner Road, Baner, Pune",53%,16%,21%,5%,5%,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Hotel Swaraaj,https://www.zomato.com/pune/hotel-swaraaj-baner,Baner,Quick Bites,3.3,Based on 12 votes,+91 9922843823,Street Food,₹100,Cash only,8am – 5pm,"Opposite Motideep Apartments, Baner-Balewadi Road, Baner, Pune",84%,0%,8%,0%,8%,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Hotel Malhar,https://www.zomato.com/pune/hotel-malhar-hinjawadi,Hinjawadi,Casual Dining,3.2,Based on 5 votes,+91 9881671818,"North Indian, Chinese",₹400,Cash and Cards accepted,"11:30am – 3:30pm, 7pm – 12midnight","Near Tata Service Center, Pune Bangalore Highway, Thathwade, Hinjawadi, Pune",80%,20%,0%,0%,0%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deli - Vivanta Pune,https://www.zomato.com/pune/deli-vivanta-pune-hinjawadi,Hinjawadi,Dessert Parlor,3.5,19  votes,+91 7767016670 020 66584000,"Desserts, Bakery",₹600,Cash and Cards accepted,10am – 10pm,"Vivanta Pune, Xion Complex, Hinjawadi Road, Hinjawadi, Pune",68%,16%,5%,0%,11%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kotwals Kitchen,https://www.zomato.com/pune/kotwals-kitchen-hinjawadi,Hinjawadi,"Takeaway, Delivery",3.4,34  votes,+91 9823558552,Maharashtrian,Not Present,Cash only,"11:30am – 2pm, 6:30pm – 2am","Godown 1, Mauli Muktai Warehouse, Bhujbal Parkhe Wasti, Opposite West One Apartments, Hinjawadi, Pune",67%,12%,9%,6%,6%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Speedy Punjabi,https://www.zomato.com/pune/speedy-punjabi-wakad,Wakad,Casual Dining,2.4,Based on 47 votes,+91 8379006474 020 60306464,"North Indian, Chinese",₹750,Cash and Cards accepted,11:30am – 11:30pm,"198, Opposite Euro School, Pink City Road, Sai Chowk, Wakad, Pune",23%,17%,6%,11%,43%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kap's Corner,https://www.zomato.com/pune/kaps-corner-aundh,Aundh,Quick Bites,3.5,Based on 21 votes,+91 8655318145,North Indian,₹250,Cash only,"9am – 3pm, 5pm – 10pm","Shop 1, Man Sumsrthi Building Gurudwara Road, Aundh Gaon, Aundh, Pune",86%,14%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Aaggatya Restaurant,https://www.zomato.com/pune/aaggatya-restaurant-wakad,Wakad,Quick Bites,3.1,Based on 5 votes,+91 8379881639,"South Indian, North Indian",₹150,Cash and Digital Payments accepted,"12noon – 4pm, 8pm – 11pm","Vishal Nagar Road, Opposite Copa Cabana, Wakad, Pune",80%,20%,0%,0%,0%,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Hotel Sanket Inn,https://www.zomato.com/pune/hotel-sanket-inn-wakad,Wakad,Casual Dining,3.2,Based on 10 votes,+91 8554983434 +91 8554983432,"North Indian, Chinese, Seafood",₹800,Cash and Cards accepted,11am – 11pm,"Survey 130/2, Mumbai-Bangalore Bypass Highway, Bhumkar Chowk, Wakad, Pune",60%,20%,20%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tulsi Malai Kulfi,https://www.zomato.com/pune/tulsi-malai-kulfi-aundh,Aundh,Dessert Parlor,3.5,Based on 18 votes,+91 9822781373,Ice Cream,₹100,Cash only,5:30pm – 11:30pm,"Sahil Apartment, Opposite Jaihind Showroom, Parihar Chowk, ITI Road, Aundh, Pune",72%,22%,0%,0%,6%,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aundh Retreat,https://www.zomato.com/pune/aundh-retreat-aundh,Aundh,Casual Dining,-,0,020 41222201 020 41222202,"North Indian, Seafood, Chinese",₹550,Cash and Cards accepted,11am – 11pm,"Next to Lifeline Hospital, DP Road, Aundh, Pune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Real Taste,https://www.zomato.com/pune/real-taste-hinjawadi,Hinjawadi,"Takeaway, Delivery",3.4,16  votes,+91 7385197671,North Indian,Not Present,Cash only,12noon – 9pm,"Near Shriyans Punawale, Malwadi, Hinjawadi, Pune",100%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hotel Dil Se,https://www.zomato.com/pune/hotel-dil-se-aundh,Aundh,Casual Dining,3.5,21  votes,+91 9067409645 +91 9595730831,"Chinese, North Indian",₹600,Cash and Cards accepted,"11:30am – 3pm, 7pm – 11pm","Shop B11-12, Sai Heritage, New DP Road, Aundh, Pune",76%,14%,0%,0%,10%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Rainbow Darbar,https://www.zomato.com/pune/rainbow-darbar-hinjawadi,Hinjawadi,Casual Dining,3.7,81  votes,+91 9139882414 +91 8655865007,"Biryani, Chinese, North Indian",₹350,Cash and Cards accepted,11am – 11pm,"Bhujbal Vasti, Next To Flyover, Wakad Hinjawadi Main Road, Hinjawadi, Pune",66%,11%,5%,2%,16%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
Express Hotel,https://www.zomato.com/pune/express-hotel-pashan,Pashan,Quick Bites,3.2,Based on 14 votes,+91 7758992245,"Bengali, Chinese, Fast Food, North Indian",₹400,Cash only,11am – 11pm,"Baner - Pashan Link Road, Pashan, Pune",43%,7%,14%,0%,36%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Awesome Masala Restaurant,https://www.zomato.com/pune/awesome-masala-restaurant-aundh,Aundh,Casual Dining,-,0,+91 9139615667 +91 7387138653,"Chinese, North Indian",₹400,Cash and Digital Payments accepted,7am – 11:30pm,"NSG IT Park, Besides Croma, Near ITI Road, Aundh, Pune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Sai Prasad,https://www.zomato.com/pune/sai-prasad-hinjawadi,Hinjawadi,Food Court,2.8,25  votes,+91 9850969419,Fast Food,₹150,Cash only,8am – 10pm,"Shreenath Corner, Jayram Nagar, Behind Persistent Company, Phase 1, Hinjawadi, Pune",60%,4%,4%,0%,32%,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Lutf,https://www.zomato.com/pune/lutf-hinjawadi,Hinjawadi,Quick Bites,2.7,89  votes,+91 7768888337,"North Indian, Chinese",₹450,"Cash,Cards and Digital Payments accepted","11:30am – 4pm, 6:30pm – 11:30pm","Shop 1, Beside Seetai Villa, Maan Gaon, Hinjawadi, Pune",29%,12%,4%,11%,44%,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Hunger Killers,https://www.zomato.com/pune/hunger-killers-hinjawadi,Hinjawadi,Food Court,3.1,Based on 4 votes,+91 9145800800,Fast Food,₹250,Cash and Digital Payments accepted,4pm – 11pm,"Shop 3, Near Symboisis College, MIDC, Phase 1, Hinjawadi, Pune",100%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moni's Cake House,https://www.zomato.com/pune/monis-cake-house-baner,Baner,Bakery,3.2,Based on 8 votes,+91 9552123721,Bakery,₹500,Cash only,11am – 9pm,"Shop 4, Laxmi Plaza, Baner, Pune",100%,0%,0%,0%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Vinayaka's Kitchen,https://www.zomato.com/pune/vinayakas-kitchen-baner,Baner,Casual Dining,3.6,96  votes,+91 7781980610 +91 9172705557,"North Indian, Chinese, Biryani",₹750,"Cash,Cards and Digital Payments accepted","12noon – 3pm, 7pm – 2am","Mhetre corner, Opposite Abhudhya Bank, Balewadi Baner Road, Baner, Pune",43%,17%,5%,7%,28%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Hotel Karan,https://www.zomato.com/pune/hotel-karan-baner,Baner,Casual Dining,2.8,20  votes,+91 9175026832 +91 9158491849,"North Indian, Chinese",₹600,Cash and Cards accepted,8am – 11pm,"Near Ganraj Mangal Karyalaya, Baner Mahalunge Road, Baner, Pune",20%,25%,25%,30%,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2
New Rasoi Garden,https://www.zomato.com/pune/new-rasoi-garden-aundh,Aundh,Casual Dining,2.5,60  votes,+91 7276229900,"North Indian, Chinese",₹600,Cash and Cards accepted,"11am – 3pm, 7pm – 12midnight","Shop 1, Near Medipoint Hospital, Opposite Kumar Prerna, New DP Road, Aundh, Pune",12%,18%,31%,17%,22%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
Omkar Dining Hall,https://www.zomato.com/pune/omkar-dining-hall-wakad,Wakad,Quick Bites,-,0,+91 9226781115 +91 9226282871,North Indian,₹300,Cash and Digital Payments accepted,7am – 10pm,"Near JSPM College, Thathwade, Wakad, Pune",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kolhapuri Tadka,https://www.zomato.com/pune/kolhapuri-tadka-aundh,Aundh,Casual Dining,-,0,+91 9623285050 +91 9850535050,Maharashtrian,₹450,Cash only,"11am – 3pm, 7pm – 11pm","Near Octroi Naka, Aundh Gaon, Aundh, Pune",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Yogi Garden,https://www.zomato.com/pune/hotel-yogi-garden-wakad,Wakad,Quick Bites,-,0,+91 9850107666,North Indian,₹400,Cash and Cards accepted,10:30am – 1:30am,"Near Shirole Petrol Pump, Mumbai Bangalore Expressway, Thatwade, Wakad, Pune",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Invitation's Today,https://www.zomato.com/pune/invitations-today-balewadi,Balewadi,Casual Dining,3,11  votes,020 39801500,"North Indian, Continental, Chinese","₹1,100",Cash and Cards accepted,"11am – 3pm, 7pm – 11:30pm","Hotel Sadanand Regency, 9/2, Mahalunge, Near Hinjewadi IT Park, Sports Complex, Balewadi, Pune",18%,46%,9%,0%,27%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Hotel Shubham,https://www.zomato.com/pune/hotel-shubham-hinjawadi,Hinjawadi,Casual Dining,3.6,64  votes,+91 9975663079,"North Indian, Chinese",₹600,Cash and Digital Payments accepted,"11am – 4pm, 7pm – 11pm","Shubhashree Building, Hinjawadi Chowk, Hinjawadi, Pune",45%,27%,16%,3%,9%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
More Chinar Snack Centre,https://www.zomato.com/pune/more-chinar-snack-centre-baner,Baner,Quick Bites,2.9,5  votes,+91 7249212228,Street Food,₹150,Cash only,"10am – 3pm, 7pm – 10:30pm","Opposite Ganraj Mangal Karayalay, Baner Mahalunge Road, Baner, Pune",0%,60%,20%,0%,20%,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
Urbounce Cafe,https://www.zomato.com/pune/urbounce-cafe-baner,Baner,Café,3.2,10  votes,+91 7767930055 +91 7767930066,"Cafe, Healthy Food",₹500,Cash and Cards accepted,6am – 10pm,"3 Floor, VEN Business Centre, Baner-Pashan Link Road, Baner, Pune",20%,40%,20%,10%,10%,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
GOZO Homemade Icecreams,https://www.zomato.com/pune/gozo-homemade-icecreams-baner,Baner,Dessert Parlor,3.8,74  votes,+91 8380071749,"Desserts, Bakery, Ice Cream",₹150,Cash only,11am – 11pm,"102/A, Montvert Finesse, Opposite HDFC Bank, Baner Pashan Link Road, Baner, Pune",84%,8%,1%,3%,4%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Halka Fulka,https://www.zomato.com/pune/halka-fulka-wakad,Wakad,Quick Bites,2.2,230  votes,+91 8149103222 +91 8237513155,"South Indian, North Indian",₹550,"Cash,Cards and Meal Coupons accepted",10am – 12midnight,"Shop 21, Near More Mega Store, Skyline, Shankar Kalat Nagar, Wakad, Pune",14%,17%,14%,9%,46%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10
Italian,https://www.zomato.com/pune/italian-aundh,Aundh,Quick Bites,3.3,9  votes,020 64013818 020 25896767,Italian,₹300,"Cash,Cards and Meal Coupons accepted",11am – 11pm,"Opposite Shiv Sagar Restaurant, Parihar Chowk, DP Road, Aundh, Pune",33%,45%,11%,0%,11%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
